periodo;codigo_provincia;provincia;salario_medio_anual_euros_total;salario_medio_anual_euros_hombre;salario_medio_anual_euros_mujer;indice_precios_consumo_base_2015;pct_35_64;tasa_migracion_neta_exterior_por_1000_habitantes;compraventas_viviendas;pct_compraventas_vivienda_nueva;importe_medio_hipoteca_vivienda_eur;visados_obra_nueva_viviendas
2018T3;26;Rioja, La;19747,0;22091,0;16980,0;103,06;40,83;4,44;864;15,28;104660,49;109
2018T4;26;Rioja, La;19747,0;22091,0;16980,0;104,28;40,83;4,44;930;26,45;84183,84;224
2019T1;26;Rioja, La;19580,0;21757,0;17147,0;102,79;40,75;7,93;1179;17,47;86330,94;289
2019T2;26;Rioja, La;19580,0;21757,0;17147,0;104,79;40,75;7,93;874;19,34;80295,29;294
2019T3;26;Rioja, La;19580,0;21757,0;17147,0;103,65;40,75;7,93;806;17,87;84265,88;258
2019T4;26;Rioja, La;19580,0;21757,0;17147,0;105,0;40,75;7,93;857;31,16;88013,54;83
2020T1;26;Rioja, La;19503,0;21514,0;17247,0;103,36;40,65;4,21;929;20,24;82851,8;289
2020T2;26;Rioja, La;19503,0;21514,0;17247,0;103,84;40,65;4,21;587;20,27;90394,98;266
2020T3;26;Rioja, La;19503,0;21514,0;17247,0;102,82;40,65;4,21;816;19,12;94040,78;346
2020T4;26;Rioja, La;19503,0;21514,0;17247,0;103,86;40,65;4,21;882;22,0;92635,27;262
2021T1;26;Rioja, La;20341,0;22370,0;18088,0;103,8;40,68;4,53;1013;19,15;87171,33;130
2021T2;26;Rioja, La;20341,0;22370,0;18088,0;106,52;40,68;4,53;1034;17,21;94929,41;322
2021T3;26;Rioja, La;20341,0;22370,0;18088,0;106,59;40,68;4,53;1217;26,13;89987,43;316
2021T4;26;Rioja, La;20341,0;22370,0;18088,0;110,37;40,68;4,53;1169;19,42;96465,62;233
2022T1;26;Rioja, La;21257,0;23370,0;18971,0;112,55;40,49;11,69;1409;18,59;97279,77;285
2022T2;26;Rioja, La;21257,0;23370,0;18971,0;116,67;40,49;11,69;1327;17,18;104070,72;158
2022T3;26;Rioja, La;21257,0;23370,0;18971,0;118,24;40,49;11,69;1171;14,18;101015,5;121
2022T4;26;Rioja, La;21257,0;23370,0;18971,0;117,94;40,49;11,69;1059;12,84;99054,42;198
2023T1;26;Rioja, La;22335,0;24436,0;20083,0;118,66;40,33;8,63;1218;13,22;99592,53;287
2023T2;26;Rioja, La;22335,0;24436,0;20083,0;120,1;40,33;8,63;967;16,44;89288,2;228
2023T3;26;Rioja, La;22335,0;24436,0;20083,0;121,21;40,33;8,63;1013;14,41;98710,97;107
2023T4;26;Rioja, La;22335,0;24436,0;20083,0;121,66;40,33;8,63;850;13,65;95574,03;186
2024T1;26;Rioja, La;23161,0;25224,0;20974,0;122,24;40,33;9,25;1120;12,41;94019,75;69
2024T2;26;Rioja, La;23161,0;25224,0;20974,0;124,2;40,33;9,25;1016;14,37;100759,62;152
2024T3;26;Rioja, La;23161,0;25224,0;20974,0;123,79;40,33;9,25;1236;16,26;102897,01;80
2024T4;26;Rioja, La;23161,0;25224,0;20974,0;124,46;40,33;9,25;1449;23,95;101948,04;318
2015T1;27;Lugo;16806,0;18410,0;15004,0;98,76;36,98;1,11;428;51,4;66941,7;72
2015T2;27;Lugo;16806,0;18410,0;15004,0;100,86;36,98;1,11;551;49,55;66710,04;88
2015T3;27;Lugo;16806,0;18410,0;15004,0;99,61;36,98;1,11;447;38,93;70380,07;190
2015T4;27;Lugo;16806,0;18410,0;15004,0;100,78;36,98;1,11;503;49,7;68043,65;71
2016T1;27;Lugo;16954,0;18554,0;15182,0;98,09;37,16;2,36;451;37,69;69036,5;128
2016T2;27;Lugo;16954,0;18554,0;15182,0;99,99;37,16;2,36;494;40,49;58883,18;83
2016T3;27;Lugo;16954,0;18554,0;15182,0;99,38;37,16;2,36;430;30,7;72419,01;68
2016T4;27;Lugo;16954,0;18554,0;15182,0;101,78;37,16;2,36;427;30,91;74531,82;119
2017T1;27;Lugo;17409,0;18982,0;15678,0;101,04;37,37;3,21;476;29,83;73898,41;82
2017T2;27;Lugo;17409,0;18982,0;15678,0;102,03;37,37;3,21;426;30,28;73204,14;138
2017T3;27;Lugo;17409,0;18982,0;15678,0;101,22;37,37;3,21;429;24,01;79174,27;70
2017T4;27;Lugo;17409,0;18982,0;15678,0;103,34;37,37;3,21;438;23,97;78648,15;64
2018T1;27;Lugo;17959,0;19557,0;16219,0;101,96;37,41;4,44;540;23,89;73593,86;259
2018T2;27;Lugo;17959,0;19557,0;16219,0;103,88;37,41;4,44;546;22,89;73627,24;167
2018T3;27;Lugo;17959,0;19557,0;16219,0;103,62;37,41;4,44;456;19,3;71203,57;137
2018T4;27;Lugo;17959,0;19557,0;16219,0;104,97;37,41;4,44;451;23,95;69041,28;173
2019T1;27;Lugo;18648,0;20201,0;16973,0;102,9;37,31;6,2;489;21,06;76563,64;113
2019T2;27;Lugo;18648,0;20201,0;16973,0;104,67;37,31;6,2;474;29,11;73987,7;270
2019T3;27;Lugo;18648,0;20201,0;16973,0;103,69;37,31;6,2;410;17,07;73290,84;109
2019T4;27;Lugo;18648,0;20201,0;16973,0;105,18;37,31;6,2;469;23,67;70245,55;122
2020T1;27;Lugo;18963,0;20431,0;17384,0;103,5;37,14;3,35;452;25,89;77529,22;193
2020T2;27;Lugo;18963,0;20431,0;17384,0;103,63;37,14;3,35;248;29,84;85050,0;231
2020T3;27;Lugo;18963,0;20431,0;17384,0;103,02;37,14;3,35;410;26,34;75371,79;113
2020T4;27;Lugo;18963,0;20431,0;17384,0;104,48;37,14;3,35;517;22,05;80363,64;110
2021T1;27;Lugo;19823,0;21377,0;18181,0;104,02;37,02;3,59;563;26,11;70843,67;193
2021T2;27;Lugo;19823,0;21377,0;18181,0;106,72;37,02;3,59;535;24,49;80034,72;121
2021T3;27;Lugo;19823,0;21377,0;18181,0;107,08;37,02;3,59;651;26,42;79147,73;122
2021T4;27;Lugo;19823,0;21377,0;18181,0;110,68;37,02;3,59;671;28,17;76765,28;66
2022T1;27;Lugo;20788,0;22315,0;19192,0;112,92;36,78;10,85;652;24,85;81498,8;138
2022T2;27;Lugo;20788,0;22315,0;19192,0;117,84;36,78;10,85;584;20,55;82636,86;84
2022T3;27;Lugo;20788,0;22315,0;19192,0;118,71;36,78;10,85;716;23,32;209967,82;140
2022T4;27;Lugo;20788,0;22315,0;19192,0;119,06;36,78;10,85;651;22,27;89988,98;124
2023T1;27;Lugo;21939,0;23588,0;20231,0;119,28;36,81;11,71;642;21,03;85670,21;68
2023T2;27;Lugo;21939,0;23588,0;20231,0;120,92;36,81;11,71;583;19,04;102953,22;336
2023T3;27;Lugo;21939,0;23588,0;20231,0;122,15;36,81;11,71;496;18,55;80980,0;101
2023T4;27;Lugo;21939,0;23588,0;20231,0;122,87;36,81;11,71;588;18,71;83165,49;105
2024T1;27;Lugo;22704,0;24272,0;21093,0;123,54;36,81;13,1;904;32,96;76611,11;121
2024T2;27;Lugo;22704,0;24272,0;21093,0;125,43;36,81;13,1;650;19,69;80403,95;176
2024T3;27;Lugo;22704,0;24272,0;21093,0;124,92;36,81;13,1;667;24,74;76700,6;146
2024T4;27;Lugo;22704,0;24272,0;21093,0;125,44;36,81;13,1;803;26,77;85382,65;298
2015T1;28;Madrid;24734,0;28284,0;20824,0;99,14;42,03;-0,04;14707;28,76;145923,04;2501
2015T2;28;Madrid;24734,0;28284,0;20824,0;100,69;42,03;-0,04;12664;21,71;142687,79;3539
2015T3;28;Madrid;24734,0;28284,0;20824,0;99,96;42,03;-0,04;13214;21,46;152963,45;3442
2015T4;28;Madrid;24734,0;28284,0;20824,0;100,21;42,03;-0,04;11300;22,98;153884,34;3115
2016T1;28;Madrid;24886,0;28562,0;20850,0;98,54;42,16;2,74;15093;25,49;146741,49;5322
2016T2;28;Madrid;24886,0;28562,0;20850,0;99,71;42,16;2,74;15667;22,93;149334,72;4305
2016T3;28;Madrid;24886,0;28562,0;20850,0;99,71;42,16;2,74;15196;21,47;157220,07;4497
2016T4;28;Madrid;24886,0;28562,0;20850,0;101,0;42,16;2,74;13103;21,42;156641,95;4049
2017T1;28;Madrid;25120,0;28787,0;21112,0;100,86;42,22;6,69;16955;21,34;157945,19;4712
2017T2;28;Madrid;25120,0;28787,0;21112,0;101,59;42,22;6,69;18530;22,82;160064,7;5517
2017T3;28;Madrid;25120,0;28787,0;21112,0;101,23;42,22;6,69;18129;21,79;164034,87;4837
2017T4;28;Madrid;25120,0;28787,0;21112,0;102,42;42,22;6,69;16798;23,08;170596,6;5677
2018T1;28;Madrid;25904,0;29573,0;21906,0;101,91;42,14;11,19;18758;20,93;168926,64;5996
2018T2;28;Madrid;25904,0;29573,0;21906,0;103,31;42,14;11,19;20094;21,09;173450,78;6751
2018T3;28;Madrid;25904,0;29573,0;21906,0;103,38;42,14;11,19;20173;22,62;178410,79;6418
2018T4;28;Madrid;25904,0;29573,0;21906,0;104,35;42,14;11,19;17578;24,24;183395,36;4916
2019T1;28;Madrid;26721,0;30439,0;22685,0;103,39;41,98;14,03;19730;26,57;150095,36;7031
2019T2;28;Madrid;26721,0;30439,0;22685,0;104,52;41,98;14,03;18237;21,27;177929,46;6792
2019T3;28;Madrid;26721,0;30439,0;22685,0;104,03;41,98;14,03;17364;20,83;188601,92;4917
2019T4;28;Madrid;26721,0;30439,0;22685,0;104,97;41,98;14,03;16464;24,59;176186,97;5191
2020T1;28;Madrid;26801,0;30389,0;22890,0;103,95;41,84;6,31;17861;25,49;162790,05;4657
2020T2;28;Madrid;26801,0;30389,0;22890,0;104,07;41,84;6,31;11574;23,71;184764,15;3930
2020T3;28;Madrid;26801,0;30389,0;22890,0;103,45;41,84;6,31;13905;33,37;196093,13;4393
2020T4;28;Madrid;26801,0;30389,0;22890,0;103,96;41,84;6,31;15198;28,01;196287,02;4829
2021T1;28;Madrid;27981,0;31585,0;24074,0;104,35;42,02;4,87;19491;30,54;190786,07;3384
2021T2;28;Madrid;27981,0;31585,0;24074,0;106,11;42,02;4,87;20835;27,03;202499,18;5390
2021T3;28;Madrid;27981,0;31585,0;24074,0;106,61;42,02;4,87;21869;22,9;201065,16;5313
2021T4;28;Madrid;27981,0;31585,0;24074,0;109,72;42,02;4,87;18741;25,07;205256,35;5615
2022T1;28;Madrid;29447,0;33295,0;25324,0;111,83;41,85;20,11;22465;25,74;210407,31;5823
2022T2;28;Madrid;29447,0;33295,0;25324,0;115,13;41,85;20,11;21897;20,13;206456,76;5085
2022T3;28;Madrid;29447,0;33295,0;25324,0;116,09;41,85;20,11;20640;19,67;205593,43;5465
2022T4;28;Madrid;29447,0;33295,0;25324,0;115,95;41,85;20,11;18512;22,13;214268,78;5812
2023T1;28;Madrid;30769,0;34621,0;26673,0;116,7;41,42;21,9;19876;24,5;210362,25;4991
2023T2;28;Madrid;30769,0;34621,0;26673,0;117,88;41,42;21,9;18625;24,04;208298,38;3460
2023T3;28;Madrid;30769,0;34621,0;26673,0;118,99;41,42;21,9;16472;19,08;198887,55;4836
2023T4;28;Madrid;30769,0;34621,0;26673,0;119,41;41,42;21,9;14982;20,14;191133,43;4177
2024T1;28;Madrid;31911,0;35873,0;27731,0;119,99;41,42;16,26;18469;22,16;167057,64;5300
2024T2;28;Madrid;31911,0;35873,0;27731,0;121,88;41,42;16,26;17538;19,95;205799,52;6005
2024T3;28;Madrid;31911,0;35873,0;27731,0;121,53;41,42;16,26;20227;18,07;222274,13;5299
2024T4;28;Madrid;31911,0;35873,0;27731,0;122,33;41,42;16,26;21708;25,35;226028,85;3432
2015T1;29;Málaga;15377,0;17177,0;13332,0;98,92;41,97;2,15;6026;23,66;108332,8;658
2015T2;29;Málaga;15377,0;17177,0;13332,0;100,85;41,97;2,15;6083;21,16;104711,27;941
2015T3;29;Málaga;15377,0;17177,0;13332,0;99,84;41,97;2,15;6515;20,37;109521,13;1170
2015T4;29;Málaga;15377,0;17177,0;13332,0;100,39;41,97;2,15;5929;19,56;126301,4;883
2016T1;29;Málaga;15651,0;17453,0;13607,0;98,33;42,35;0,8;6225;18,62;106923,68;956
2016T2;29;Málaga;15651,0;17453,0;13607,0;99,98;42,35;0,8;7461;19,53;132205,91;1262
2016T3;29;Málaga;15651,0;17453,0;13607,0;99,74;42,35;0,8;6592;17,45;128283,68;1283
2016T4;29;Málaga;15651,0;17453,0;13607,0;101,57;42,35;0,8;6370;15,07;122435,72;1430
2017T1;29;Málaga;15939,0;17795,0;13842,0;101,26;42,64;0,35;7733;21,84;124564,96;1971
2017T2;29;Málaga;15939,0;17795,0;13842,0;102,14;42,64;0,35;7946;15,15;118145,77;1967
2017T3;29;Málaga;15939,0;17795,0;13842,0;101,57;42,64;0,35;7878;19,35;115422,32;1680
2017T4;29;Málaga;15939,0;17795,0;13842,0;103,45;42,64;0,35;7312;16,63;134193,39;1698
2018T1;29;Málaga;16527,0;18420,0;14403,0;102,44;42,79;3,85;7999;17,08;129027,91;2106
2018T2;29;Málaga;16527,0;18420,0;14403,0;104,25;42,79;3,85;8781;16,79;132759,08;2888
2018T3;29;Málaga;16527,0;18420,0;14403,0;104,01;42,79;3,85;8362;19,61;132931,15;1878
2018T4;29;Málaga;16527,0;18420,0;14403,0;105,13;42,79;3,85;7494;20,42;139003,35;3111
2019T1;29;Málaga;17390,0;19354,0;15183,0;103,69;42,95;11,44;8051;21,54;147266,16;3530
2019T2;29;Málaga;17390,0;19354,0;15183,0;105,28;42,95;11,44;7555;16,43;145030,58;3176
2019T3;29;Málaga;17390,0;19354,0;15183,0;104,46;42,95;11,44;6937;16,61;144588,28;1893
2019T4;29;Málaga;17390,0;19354,0;15183,0;105,67;42,95;11,44;7309;19,84;142912,31;2088
2020T1;29;Málaga;16946,0;18784,0;14855,0;104,46;43,05;6,96;6952;19,51;136925,55;2245
2020T2;29;Málaga;16946,0;18784,0;14855,0;104,65;43,05;6,96;4051;20,74;138106,54;1201
2020T3;29;Málaga;16946,0;18784,0;14855,0;104,06;43,05;6,96;5913;28,45;167797,09;1635
2020T4;29;Málaga;16946,0;18784,0;14855,0;105,17;43,05;6,96;6349;29,72;152613,44;1308
2021T1;29;Málaga;18112,0;20003,0;15992,0;105,39;43,17;8,2;7240;28,56;158350,53;1695
2021T2;29;Málaga;18112,0;20003,0;15992,0;107,77;43,17;8,2;7259;21,97;162486,6;1816
2021T3;29;Málaga;18112,0;20003,0;15992,0;107,91;43,17;8,2;9253;28,02;159685,66;2074
2021T4;29;Málaga;18112,0;20003,0;15992,0;111,46;43,17;8,2;9387;25,73;171589,04;2509
2022T1;29;Málaga;19443,0;21514,0;17170,0;113,76;43,12;21,01;10933;23,78;175566,39;2414
2022T2;29;Málaga;19443,0;21514,0;17170,0;117,81;43,12;21,01;10713;21,99;173629,59;1965
2022T3;29;Málaga;19443,0;21514,0;17170,0;119,38;43,12;21,01;10918;19,44;176254,99;2373
2022T4;29;Málaga;19443,0;21514,0;17170,0;119,45;43,12;21,01;9067;17,67;175558,25;2790
2023T1;29;Málaga;20648,0;22804,0;18301,0;120,53;42,97;12,7;9331;20,11;169508,5;2071
2023T2;29;Málaga;20648,0;22804,0;18301,0;122,39;42,97;12,7;8950;20,13;158083,13;2152
2023T3;29;Málaga;20648,0;22804,0;18301,0;123,24;42,97;12,7;8205;18,6;201088,44;1940
2023T4;29;Málaga;20648,0;22804,0;18301,0;124,15;42,97;12,7;7528;21,15;180599,19;2026
2024T1;29;Málaga;21479,0;23691,0;19090,0;124,42;42,97;11,87;8049;27,83;191591,4;2062
2024T2;29;Málaga;21479,0;23691,0;19090,0;126,62;42,97;11,87;8831;27,97;185083,57;2310
2024T3;29;Málaga;21479,0;23691,0;19090,0;126,44;42,97;11,87;8811;28,27;206839,71;1966
2024T4;29;Málaga;21479,0;23691,0;19090,0;127,33;42,97;11,87;9607;37,96;197652,06;3145
2015T1;30;Murcia;15798,0;17253,0;13842,0;98,84;40,5;-1,29;2462;26,73;77802,83;415
2015T2;30;Murcia;15798,0;17253,0;13842,0;101,0;40,5;-1,29;2553;17,23;82907,55;400
2015T3;30;Murcia;15798,0;17253,0;13842,0;99,72;40,5;-1,29;3109;15,18;79245,4;466
2015T4;30;Murcia;15798,0;17253,0;13842,0;100,44;40,5;-1,29;2899;14,76;85266,03;360
2016T1;30;Murcia;15979,0;17516,0;13938,0;98,25;40,95;0,75;2747;16,75;78496,44;542
2016T2;30;Murcia;15979,0;17516,0;13938,0;100,05;40,95;0,75;3464;16,2;75048,19;471
2016T3;30;Murcia;15979,0;17516,0;13938,0;99,54;40,95;0,75;2934;16,29;79924,81;331
2016T4;30;Murcia;15979,0;17516,0;13938,0;101,33;40,95;0,75;2586;15,27;84277,78;614
2017T1;30;Murcia;16282,0;17913,0;14145,0;100,84;41,28;-0,68;3194;15,25;78346,54;602
2017T2;30;Murcia;16282,0;17913,0;14145,0;101,71;41,28;-0,68;3335;13,82;75622,57;644
2017T3;30;Murcia;16282,0;17913,0;14145,0;100,54;41,28;-0,68;3577;17,25;76670,29;429
2017T4;30;Murcia;16282,0;17913,0;14145,0;102,24;41,28;-0,68;3079;14,88;78287,83;558
2018T1;30;Murcia;16828,0;18534,0;14626,0;101,33;41,48;5,97;3976;17,83;79449,49;788
2018T2;30;Murcia;16828,0;18534,0;14626,0;103,21;41,48;5,97;4214;16,23;81253,74;903
2018T3;30;Murcia;16828,0;18534,0;14626,0;102,72;41,48;5,97;4382;14,76;89022,9;805
2018T4;30;Murcia;16828,0;18534,0;14626,0;103,74;41,48;5,97;3865;18,42;81214,85;838
2019T1;30;Murcia;17460,0;19214,0;15225,0;102,09;41,51;10,07;4276;16,44;84075,14;975
2019T2;30;Murcia;17460,0;19214,0;15225,0;103,78;41,51;10,07;4170;18,51;82234,0;863
2019T3;30;Murcia;17460,0;19214,0;15225,0;102,74;41,51;10,07;4357;15,84;79969,01;626
2019T4;30;Murcia;17460,0;19214,0;15225,0;104,07;41,51;10,07;3870;16,25;81643,65;626
2020T1;30;Murcia;17914,0;19504,0;15857,0;102,8;41,53;4,35;4641;17,93;81816,55;647
2020T2;30;Murcia;17914,0;19504,0;15857,0;103,08;41,53;4,35;2515;19,52;84408,22;529
2020T3;30;Murcia;17914,0;19504,0;15857,0;102,25;41,53;4,35;3941;20,25;86815,26;573
2020T4;30;Murcia;17914,0;19504,0;15857,0;103,48;41,53;4,35;3924;18,07;81886,3;879
2021T1;30;Murcia;18696,0;20312,0;16641,0;103,41;41,56;5,56;4558;17,95;81569,04;1085
2021T2;30;Murcia;18696,0;20312,0;16641,0;105,72;41,56;5,56;4903;20,05;84208,51;996
2021T3;30;Murcia;18696,0;20312,0;16641,0;105,56;41,56;5,56;5258;18,66;87939,28;782
2021T4;30;Murcia;18696,0;20312,0;16641,0;109,24;41,56;5,56;5066;18,52;86245,83;919
2022T1;30;Murcia;19469,0;21157,0;17354,0;111,64;41,49;15,24;5967;18,23;88802,31;1261
2022T2;30;Murcia;19469,0;21157,0;17354,0;115,72;41,49;15,24;5579;16,1;91108,17;928
2022T3;30;Murcia;19469,0;21157,0;17354,0;116,77;41,49;15,24;6056;16,18;93058,26;977
2022T4;30;Murcia;19469,0;21157,0;17354,0;117,15;41,49;15,24;5092;16,3;92706,12;1303
2023T1;30;Murcia;20552,0;22313,0;18366,0;117,84;41,41;11,49;6069;17,68;91447,65;1180
2023T2;30;Murcia;20552,0;22313,0;18366,0;119,37;41,41;11,49;5166;19,2;90576,94;1055
2023T3;30;Murcia;20552,0;22313,0;18366,0;120,45;41,41;11,49;5468;18,0;86278,62;1126
2023T4;30;Murcia;20552,0;22313,0;18366,0;120,84;41,41;11,49;4821;19,02;87967,41;1009
2024T1;30;Murcia;21483,0;23234,0;19327,0;121,67;41,41;11,92;5910;20,0;92982,16;1186
2024T2;30;Murcia;21483,0;23234,0;19327,0;123,51;41,41;11,92;5181;20,17;87811,76;1329
2024T3;30;Murcia;21483,0;23234,0;19327,0;122,76;41,41;11,92;6314;20,29;93249,05;899
2024T4;30;Murcia;21483,0;23234,0;19327,0;123,4;41,41;11,92;6143;18,98;100651,81;1112
2015T1;31;Navarra;24864,0;28169,0;21104,0;98,9;40,52;-0,6;1006;28,13;103607,92;333
2015T2;31;Navarra;24864,0;28169,0;21104,0;100,82;40,52;-0,6;1229;26,69;104744,68;384
2015T3;31;Navarra;24864,0;28169,0;21104,0;99,88;40,52;-0,6;1049;23,83;98970,71;233
2015T4;31;Navarra;24864,0;28169,0;21104,0;100,4;40,52;-0,6;1002;25,95;105372,55;409
2016T1;31;Navarra;25468,0;28862,0;21634,0;98,41;40,64;2,38;1249;28,02;99473,68;380
2016T2;31;Navarra;25468,0;28862,0;21634,0;100,0;40,64;2,38;1213;25,56;98466,12;636
2016T3;31;Navarra;25468,0;28862,0;21634,0;100,07;40,64;2,38;1184;19,85;106221,31;379
2016T4;31;Navarra;25468,0;28862,0;21634,0;101,61;40,64;2,38;985;19,29;102629,86;289
2017T1;31;Navarra;26329,0;29774,0;22438,0;101,01;40,74;4,69;1382;24,02;109170,66;396
2017T2;31;Navarra;26329,0;29774,0;22438,0;101,65;40,74;4,69;1341;21,77;105608,74;433
2017T3;31;Navarra;26329,0;29774,0;22438,0;101,17;40,74;4,69;1253;18,36;101354,05;444
2017T4;31;Navarra;26329,0;29774,0;22438,0;102,57;40,74;4,69;1169;21,21;106880,46;406
2018T1;31;Navarra;26364,0;29810,0;22480,0;101,73;40,63;8,98;1449;21,95;109692,72;775
2018T2;31;Navarra;26364,0;29810,0;22480,0;103,51;40,63;8,98;1565;21,47;106421,65;575
2018T3;31;Navarra;26364,0;29810,0;22480,0;103,61;40,63;8,98;1680;29,05;110232,88;546
2018T4;31;Navarra;26364,0;29810,0;22480,0;104,48;40,63;8,98;1408;25,07;107541,45;929
2019T1;31;Navarra;27491,0;31050,0;23510,0;103,26;40,49;9,75;1497;24,98;115856,75;437
2019T2;31;Navarra;27491,0;31050,0;23510,0;105,02;40,49;9,75;1517;20,76;110109,01;1027
2019T3;31;Navarra;27491,0;31050,0;23510,0;104,5;40,49;9,75;1371;27,57;113797,23;1150
2019T4;31;Navarra;27491,0;31050,0;23510,0;105,41;40,49;9,75;1326;28,58;122103,32;285
2020T1;31;Navarra;27996,0;31600,0;23980,0;103,79;40,33;3,19;1557;29,61;110510,18;676
2020T2;31;Navarra;27996,0;31600,0;23980,0;103,97;40,33;3,19;856;22,08;111842,57;310
2020T3;31;Navarra;27996,0;31600,0;23980,0;103,5;40,33;3,19;1175;30,13;126657,67;457
2020T4;31;Navarra;27996,0;31600,0;23980,0;104,49;40,33;3,19;1333;22,13;119883,07;560
2021T1;31;Navarra;28456,0;32090,0;24410,0;104,66;40,25;4,13;1713;35,79;122637,87;954
2021T2;31;Navarra;28456,0;32090,0;24410,0;107,15;40,25;4,13;1547;25,02;120579,54;994
2021T3;31;Navarra;28456,0;32090,0;24410,0;107,31;40,25;4,13;1857;31,83;122526,28;1151
2021T4;31;Navarra;28456,0;32090,0;24410,0;110,69;40,25;4,13;1432;30,17;128517,84;520
2022T1;31;Navarra;29712,0;33480,0;25520,0;112,97;39,92;13,82;1831;34,24;126158,49;647
2022T2;31;Navarra;29712,0;33480,0;25520,0;116,95;39,92;13,82;1738;34,52;134504,08;333
2022T3;31;Navarra;29712,0;33480,0;25520,0;118,82;39,92;13,82;1708;27,63;132456,06;257
2022T4;31;Navarra;29712,0;33480,0;25520,0;118,95;39,92;13,82;1522;29,89;129074,04;472
2023T1;31;Navarra;31150,0;35020,0;26840,0;119,05;39,68;11,19;1625;29,29;133723,19;853
2023T2;31;Navarra;31150,0;35020,0;26840,0;120,8;39,68;11,19;1702;38,37;131456,52;1098
2023T3;31;Navarra;31150,0;35020,0;26840,0;122,26;39,68;11,19;1511;37,06;135320,79;365
2023T4;31;Navarra;31150,0;35020,0;26840,0;122,59;39,68;11,19;1484;38,07;134523,09;399
2024T1;31;Navarra;32400,0;36380,0;28010,0;122,53;39,68;10,71;2124;29,52;107762,68;460
2024T2;31;Navarra;32400,0;36380,0;28010,0;124,75;39,68;10,71;1731;33,8;131205,06;1057
2024T3;31;Navarra;32400,0;36380,0;28010,0;124,7;39,68;10,71;1758;25,77;134914,78;478
2024T4;31;Navarra;32400,0;36380,0;28010,0;125,31;39,68;10,71;1724;30,45;142300,07;743
2015T1;32;Ourense;16595,0;18069,0;14963,0;98,99;35,83;-1,63;331;33,84;74198,02;83
2015T2;32;Ourense;16595,0;18069,0;14963,0;100,87;35,83;-1,63;273;34,07;111985,65;134
2015T3;32;Ourense;16595,0;18069,0;14963,0;99,73;35,83;-1,63;330;27,88;84778,24;125
2015T4;32;Ourense;16595,0;18069,0;14963,0;100,41;35,83;-1,63;301;29,57;93901,64;77
2016T1;32;Ourense;16680,0;18105,0;15111,0;97,99;35,84;1,36;342;26,9;82487,44;104
2016T2;32;Ourense;16680,0;18105,0;15111,0;99,66;35,84;1,36;377;24,4;80159,53;178
2016T3;32;Ourense;16680,0;18105,0;15111,0;99,36;35,84;1,36;345;21,45;90164,25;231
2016T4;32;Ourense;16680,0;18105,0;15111,0;101,57;35,84;1,36;344;20,93;90201,79;85
2017T1;32;Ourense;17109,0;18460,0;15623,0;101,09;35,88;4,24;398;24,62;82453,74;86
2017T2;32;Ourense;17109,0;18460,0;15623,0;101,89;35,88;4,24;364;22,53;80455,32;136
2017T3;32;Ourense;17109,0;18460,0;15623,0;101,07;35,88;4,24;401;22,44;89423,24;105
2017T4;32;Ourense;17109,0;18460,0;15623,0;102,85;35,88;4,24;372;23,12;82702,02;87
2018T1;32;Ourense;17614,0;18999,0;16104,0;101,63;35,63;6,99;451;26,61;83990,83;151
2018T2;32;Ourense;17614,0;18999,0;16104,0;103,36;35,63;6,99;423;26,0;85738,28;143
2018T3;32;Ourense;17614,0;18999,0;16104,0;103,23;35,63;6,99;452;24,34;89657,89;116
2018T4;32;Ourense;17614,0;18999,0;16104,0;104,36;35,63;6,99;435;22,3;85225,0;171
2019T1;32;Ourense;18280,0;19608,0;16844,0;102,49;35,48;7,95;460;27,83;84476,79;115
2019T2;32;Ourense;18280,0;19608,0;16844,0;104,02;35,48;7,95;435;22,76;93265,15;106
2019T3;32;Ourense;18280,0;19608,0;16844,0;103,03;35,48;7,95;360;33,06;83865,92;158
2019T4;32;Ourense;18280,0;19608,0;16844,0;104,53;35,48;7,95;421;25,42;89437,21;93
2020T1;32;Ourense;18447,0;19576,0;17224,0;102,98;35,31;3,69;454;23,57;64542,37;109
2020T2;32;Ourense;18447,0;19576,0;17224,0;103,01;35,31;3,69;234;27,35;87182,32;208
2020T3;32;Ourense;18447,0;19576,0;17224,0;102,52;35,31;3,69;371;23,45;89500,0;238
2020T4;32;Ourense;18447,0;19576,0;17224,0;103,84;35,31;3,69;434;23,73;81182,17;155
2021T1;32;Ourense;19398,0;20637,0;18065,0;103,63;35,3;5,4;430;17,91;86213,56;109
2021T2;32;Ourense;19398,0;20637,0;18065,0;106,25;35,3;5,4;407;23,83;98539,37;104
2021T3;32;Ourense;19398,0;20637,0;18065,0;106,83;35,3;5,4;415;19,28;84985,02;106
2021T4;32;Ourense;19398,0;20637,0;18065,0;110,41;35,3;5,4;406;24,38;92818,18;115
2022T1;32;Ourense;20355,0;21602,0;19041,0;112,67;34,98;12,93;450;22,44;102116,0;197
2022T2;32;Ourense;20355,0;21602,0;19041,0;117,35;34,98;12,93;492;22,36;86993,71;120
2022T3;32;Ourense;20355,0;21602,0;19041,0;118,49;34,98;12,93;490;17,35;93853,9;162
2022T4;32;Ourense;20355,0;21602,0;19041,0;118,97;34,98;12,93;471;18,68;83523,3;113
2023T1;32;Ourense;21473,0;22773,0;20103,0;119,09;34,96;9,35;532;19,36;95759,42;96
